City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
Berlin,Germany,2023-08-14,32.76,51.15,62.96,35.9,6.53,58.38,1.82,28.67,6.75
Istanbul,Turkey,2023-03-19,31.36,196.17,87.11,24.96,6.38,119.76,20.63,77.46,6.03
Moscow,Russia,2023-01-17,65.55,195.45,37.42,33.19,7.82,72.05,8.74,91.97,13.88
Madrid,Spain,2023-12-28,17.09,28.02,64.5,8.51,0.83,60.06,-9.42,84.99,14.36
London,UK,2023-03-22,142.34,169.4,58.42,30.56,1.42,159.69,21.53,91.82,3.86
Mumbai,India,2023-08-08,147.05,10.07,72.29,11.16,5.05,75.13,22.47,64.25,6.98
Madrid,Spain,2023-07-18,56.21,57.72,21.11,3.28,3.74,24.82,22.76,62.8,7.62
London,UK,2023-06-18,68.27,62.4,72.83,47.55,2.22,45.79,23.47,21.06,18.1
Madrid,Spain,2023-03-21,61.03,35.57,9.67,46.63,8.89,99.19,11.24,64.73,2.34
Beijing,China,2023-08-13,13.64,49.63,36.91,7.84,5.72,108.85,35.32,20.74,7.4
Johannesburg,South Africa,2023-06-19,50.36,57.88,38.52,12.46,2.5,44.89,-0.08,74.75,16.24
Cairo,Egypt,2023-03-12,64.23,73.48,6.42,44.98,8.14,173.55,39.87,62.56,12.11
Toronto,Canada,2023-08-13,139.78,62.94,38.9,25.03,8.56,181.03,21.0,92.83,14.9
Beijing,China,2023-08-04,74.64,95.49,63.28,35.67,6.95,172.6,5.93,41.77,9.61
Sydney,Australia,2023-08-28,136.01,91.74,7.45,24.02,9.19,99.55,24.94,11.09,15.1
Sydney,Australia,2023-05-19,8.69,186.98,41.7,38.25,3.79,106.48,36.51,90.55,9.37
Istanbul,Turkey,2023-03-13,10.37,59.16,39.62,25.4,3.09,165.34,5.83,36.7,14.02
Seoul,South Korea,2023-03-01,147.1,197.79,84.05,21.9,2.99,97.65,-2.95,38.47,6.43
Mexico City,Mexico,2023-08-22,108.42,128.88,5.61,33.48,9.05,184.89,-3.69,43.09,6.35
Paris,France,2023-06-28,135.98,161.27,6.05,26.67,2.73,83.79,4.54,40.36,7.45
Toronto,Canada,2023-10-11,49.97,66.55,45.48,24.03,9.39,131.83,-0.88,27.94,3.52
Moscow,Russia,2023-06-12,90.98,12.5,70.5,19.07,2.04,163.99,5.09,16.75,8.23
Johannesburg,South Africa,2023-03-23,17.75,114.69,6.26,30.8,6.28,141.73,15.8,53.49,2.8
Seoul,South Korea,2023-02-10,9.01,146.61,59.49,42.87,8.11,175.86,13.59,90.78,8.38
Cairo,Egypt,2023-03-22,111.74,134.81,10.24,24.0,4.55,165.38,28.84,42.37,10.7
Dubai,UAE,2023-12-24,60.68,199.93,45.26,39.26,9.4,44.7,-1.99,95.8,10.37
Seoul,South Korea,2023-10-11,65.16,14.65,98.67,29.61,6.21,150.38,16.05,18.01,11.95
Dubai,UAE,2023-10-20,143.86,102.0,66.77,36.32,4.01,146.11,21.74,94.8,19.48
Beijing,China,2023-09-15,130.65,171.28,23.94,36.07,6.73,63.53,23.09,93.19,8.2
London,UK,2023-11-01,58.95,31.93,8.12,27.0,5.59,183.03,25.11,96.09,1.85
Dubai,UAE,2023-04-27,142.5,27.32,92.13,40.83,0.77,196.55,12.7,92.65,11.88
Toronto,Canada,2023-03-19,79.94,132.3,19.48,24.96,1.75,150.76,1.73,46.94,15.41
Madrid,Spain,2023-06-23,71.53,132.15,77.86,20.47,4.37,194.24,21.93,10.13,8.34
Bangkok,Thailand,2023-07-25,69.22,199.42,47.98,37.77,4.24,91.26,6.19,87.54,4.11
Madrid,Spain,2023-06-17,71.36,144.59,7.2,6.5,5.82,139.54,13.58,38.08,5.25
Tokyo,Japan,2023-07-28,115.74,91.07,96.96,14.24,5.72,80.27,10.75,26.48,13.26
Tokyo,Japan,2023-08-24,36.01,25.95,83.73,22.15,6.59,54.51,16.33,96.66,6.32
Sydney,Australia,2023-11-05,12.15,197.82,45.32,46.9,8.89,172.94,11.3,19.75,4.15
Toronto,Canada,2023-08-17,58.54,178.07,81.97,9.71,3.39,14.83,36.15,82.44,4.48
Mumbai,India,2023-02-13,102.27,119.73,28.11,25.09,6.07,29.31,36.37,20.59,0.52
Beijing,China,2023-01-28,23.79,160.96,92.4,22.63,5.0,58.02,-3.43,63.71,7.52
Cairo,Egypt,2023-04-26,147.63,23.37,40.78,48.56,5.05,83.04,35.62,20.05,18.91
Johannesburg,South Africa,2023-04-18,5.13,165.2,57.51,2.52,8.2,91.79,-6.4,39.77,4.93
Istanbul,Turkey,2023-11-12,79.32,21.01,50.85,25.12,0.41,24.59,-7.25,40.23,10.25
Paris,France,2023-04-12,55.89,195.76,55.97,26.72,5.67,112.13,1.74,69.58,5.6
Johannesburg,South Africa,2023-11-13,113.76,172.89,72.22,15.7,2.78,191.62,4.72,27.83,13.91
Bangkok,Thailand,2023-03-08,47.8,120.22,66.81,14.54,3.69,143.88,18.44,87.0,10.32
Cairo,Egypt,2023-11-09,54.26,49.04,17.8,29.61,3.52,20.31,-1.36,15.91,18.21
Bangkok,Thailand,2023-04-07,138.13,98.36,56.98,46.26,5.81,17.66,-6.39,78.33,10.37
Seoul,South Korea,2023-12-07,125.38,14.67,23.07,48.66,2.26,89.2,8.63,12.3,10.35
London,UK,2023-01-26,98.9,59.88,89.19,48.2,7.56,181.31,36.33,74.54,14.29
Bangkok,Thailand,2023-06-25,77.06,114.31,24.99,45.8,8.55,64.48,-1.39,27.47,6.25
Beijing,China,2023-04-25,18.3,17.77,28.21,6.92,2.64,74.2,25.4,29.17,5.38
London,UK,2023-06-14,106.64,77.42,73.89,26.52,5.88,144.74,31.44,24.79,8.23
Toronto,Canada,2023-11-25,10.09,91.01,81.47,32.19,1.78,164.19,20.73,76.51,12.69
Dubai,UAE,2023-02-04,81.65,175.41,51.14,10.14,8.19,176.0,37.66,54.57,10.08
Madrid,Spain,2023-03-04,103.84,104.79,8.46,41.69,4.31,122.29,20.0,28.53,9.73
Seoul,South Korea,2023-12-21,80.35,188.53,15.93,2.77,8.0,181.66,36.5,74.56,3.71
Toronto,Canada,2023-03-11,145.07,178.89,26.6,45.43,8.37,16.07,14.18,16.21,10.21
Mexico City,Mexico,2023-09-09,25.81,25.15,15.55,31.16,1.23,46.07,7.15,62.44,19.34
Tokyo,Japan,2023-05-10,61.48,108.66,28.4,39.05,6.06,18.16,9.83,15.49,17.83
Mexico City,Mexico,2023-06-15,56.62,94.19,89.15,27.13,5.62,195.37,-3.82,54.8,3.02
Sydney,Australia,2023-03-25,45.49,56.93,11.18,17.21,8.42,37.71,27.43,38.86,7.65
Moscow,Russia,2023-06-01,112.11,33.67,21.2,9.03,8.99,46.75,21.29,14.66,9.48
London,UK,2023-04-01,32.21,144.32,91.41,28.18,0.73,135.94,36.7,25.27,4.51
Cairo,Egypt,2023-09-11,74.67,142.01,43.83,41.64,4.85,168.14,2.66,80.26,7.99
Johannesburg,South Africa,2023-04-21,68.9,10.15,85.19,47.6,9.15,169.61,-8.03,79.55,14.59
Johannesburg,South Africa,2023-12-07,10.81,21.09,56.84,31.76,9.07,53.07,4.0,91.25,11.32
Bangkok,Thailand,2023-06-26,140.12,33.97,93.11,46.39,8.85,117.49,-6.55,79.07,6.53
Mexico City,Mexico,2023-08-22,45.65,18.14,65.38,32.3,3.24,11.26,1.75,20.3,8.35
London,UK,2023-09-21,42.47,87.18,64.68,41.01,4.26,95.86,7.17,59.08,17.07
Cairo,Egypt,2023-05-05,18.14,131.12,44.02,37.68,2.39,44.96,34.19,12.13,13.4
Johannesburg,South Africa,2023-05-06,41.79,86.62,67.19,47.18,5.45,155.06,27.15,49.68,16.48
Beijing,China,2023-10-10,52.27,133.42,84.82,10.12,4.78,83.41,12.85,40.63,12.57
Toronto,Canada,2023-08-20,94.24,77.0,27.16,23.35,5.96,72.32,-7.36,51.89,14.55
Istanbul,Turkey,2023-06-28,48.52,103.06,61.1,22.02,1.46,141.19,2.86,36.87,12.34
Toronto,Canada,2023-11-10,120.61,195.07,92.1,7.16,7.13,36.62,11.47,94.8,19.22
Paris,France,2023-07-19,73.79,167.41,60.93,17.48,1.34,197.5,18.62,78.32,5.53
Dubai,UAE,2023-02-09,96.97,71.02,70.92,37.5,5.58,163.11,11.07,70.62,2.74
Bangkok,Thailand,2023-11-19,27.28,83.65,50.46,36.42,3.66,75.57,35.4,19.85,3.73
Johannesburg,South Africa,2023-04-08,108.68,13.58,55.86,12.79,9.04,176.39,-0.98,13.72,2.1
Cairo,Egypt,2023-03-26,12.33,86.11,21.28,38.98,1.14,146.63,16.14,33.11,8.65
Beijing,China,2023-09-06,94.21,147.26,42.13,41.86,6.84,61.64,-9.59,34.47,7.57
Bangkok,Thailand,2023-07-16,47.36,44.12,29.85,45.19,7.12,177.32,37.94,83.74,13.11
Johannesburg,South Africa,2023-12-22,101.98,168.0,46.62,47.91,5.12,187.43,38.31,47.72,15.94
Johannesburg,South Africa,2023-08-02,17.02,188.97,13.28,8.82,6.24,134.48,35.7,71.84,16.68
Mexico City,Mexico,2023-10-27,110.83,182.42,75.05,23.7,5.25,118.52,21.5,66.22,2.36
Johannesburg,South Africa,2023-10-18,138.18,165.97,18.43,36.38,3.41,95.75,-9.93,90.32,5.14
Tokyo,Japan,2023-12-25,128.66,13.85,96.7,20.44,5.58,20.58,23.41,38.32,2.9
Sydney,Australia,2023-02-11,82.01,152.38,92.25,39.49,9.73,186.7,6.0,16.15,16.26
London,UK,2023-04-05,84.28,32.2,34.3,9.85,1.39,36.41,12.54,18.81,9.44
Tokyo,Japan,2023-12-20,119.23,43.49,41.19,32.0,7.25,117.11,0.4,77.62,0.99
Toronto,Canada,2023-06-21,38.72,13.09,10.81,36.35,1.17,32.48,-0.06,26.68,12.11
Moscow,Russia,2023-04-07,70.87,151.98,56.19,32.56,6.73,181.59,37.38,22.42,6.41
London,UK,2023-05-03,33.7,196.46,63.76,22.29,7.03,108.55,-7.49,12.02,2.91
Bangkok,Thailand,2023-06-07,103.73,109.74,96.16,19.12,5.56,33.76,33.3,74.25,10.54
Seoul,South Korea,2023-08-05,9.56,95.22,19.57,12.85,6.84,137.58,-5.77,30.79,6.5
Sydney,Australia,2023-04-14,134.81,140.24,69.52,21.71,5.39,158.36,3.65,59.47,10.81
Mexico City,Mexico,2023-01-08,111.76,127.23,89.79,42.17,8.21,18.9,13.76,74.52,18.08
Mexico City,Mexico,2023-02-05,87.44,151.82,96.76,30.87,8.26,142.05,25.2,89.64,12.97
Bangkok,Thailand,2023-02-07,40.57,52.14,26.95,22.61,6.3,172.75,2.42,20.66,11.81
Istanbul,Turkey,2023-03-28,111.15,178.91,88.13,25.92,4.44,70.6,2.63,76.01,14.73
Tokyo,Japan,2023-11-18,102.09,147.1,82.95,44.77,2.36,161.06,9.19,95.15,3.26
Beijing,China,2023-05-24,108.13,184.02,73.22,10.97,5.85,88.07,35.7,55.69,9.12
Cairo,Egypt,2023-12-17,23.94,174.66,23.87,2.94,5.26,114.56,0.97,33.27,19.72
Istanbul,Turkey,2023-09-09,102.81,113.23,54.95,40.84,6.38,192.79,25.08,13.51,19.88
Toronto,Canada,2023-12-24,111.43,16.88,32.57,39.84,2.98,88.31,8.21,21.44,1.28
Tokyo,Japan,2023-02-19,95.89,185.26,36.21,30.14,1.0,55.37,23.82,81.95,16.76
Cairo,Egypt,2023-11-12,79.2,119.72,74.8,29.01,8.62,115.14,26.73,34.67,13.79
Dubai,UAE,2023-11-27,97.12,91.52,92.92,11.45,1.49,20.7,-6.95,25.74,2.2
Johannesburg,South Africa,2023-02-27,44.8,97.93,66.5,5.03,3.16,109.19,19.92,34.5,8.68
Istanbul,Turkey,2023-10-28,6.31,159.18,81.83,27.16,0.16,122.65,4.7,83.4,2.17
Cairo,Egypt,2023-09-10,112.95,112.31,94.12,26.38,9.3,174.66,6.26,62.04,14.35
Toronto,Canada,2023-03-03,98.76,148.4,82.02,34.1,7.44,137.29,8.72,86.56,7.36
Seoul,South Korea,2023-05-05,63.49,188.54,28.96,39.78,7.37,63.16,-1.23,92.32,4.89
Cairo,Egypt,2023-05-17,88.41,165.24,59.9,48.59,5.91,196.94,32.25,93.03,12.87
Bangkok,Thailand,2023-05-20,46.87,85.91,48.88,26.65,5.12,35.72,9.1,51.56,4.25
Toronto,Canada,2023-10-18,110.85,177.58,58.83,33.4,2.33,140.66,0.85,12.7,16.05
Tokyo,Japan,2023-05-18,17.33,148.4,77.36,12.86,2.37,187.98,8.75,50.26,13.33
Mexico City,Mexico,2023-02-21,37.67,102.09,50.6,37.54,7.85,149.21,37.38,83.29,1.87
Beijing,China,2023-04-07,102.39,59.72,10.61,1.28,6.83,165.0,26.68,57.39,8.53
Johannesburg,South Africa,2023-05-06,36.15,18.63,92.4,49.86,4.39,165.82,-8.86,88.54,18.15
Toronto,Canada,2023-03-14,48.23,80.0,51.32,38.45,9.97,82.48,14.91,41.96,12.26
Johannesburg,South Africa,2023-10-13,121.86,182.25,77.74,15.49,1.88,182.82,15.57,84.31,4.44
Sydney,Australia,2023-09-06,89.38,182.62,9.61,47.11,9.53,60.58,38.23,57.59,12.43
Cairo,Egypt,2023-07-05,23.89,144.98,92.13,15.03,4.14,56.23,14.1,17.39,3.78
Moscow,Russia,2023-11-22,52.91,105.02,16.79,32.08,0.48,76.08,-0.57,46.04,3.67
Beijing,China,2023-12-11,25.98,95.08,47.59,40.04,9.9,93.15,20.15,29.14,17.61
Johannesburg,South Africa,2023-04-20,81.41,97.49,44.1,32.65,2.02,173.79,16.78,61.17,18.49
Bangkok,Thailand,2023-07-15,57.81,12.56,26.85,32.12,0.72,63.28,31.23,10.33,8.19
Bangkok,Thailand,2023-08-06,141.82,67.43,62.71,5.05,6.33,14.75,8.49,94.15,18.2
Sydney,Australia,2023-10-08,91.77,91.04,82.21,25.41,3.4,137.74,4.98,72.05,5.56
Moscow,Russia,2023-06-27,37.21,51.01,62.53,7.09,3.41,159.97,26.06,58.76,17.41
Istanbul,Turkey,2023-01-22,60.08,84.91,85.9,26.39,8.19,50.5,13.97,41.78,16.67
Seoul,South Korea,2023-07-04,138.66,149.57,97.07,1.09,1.61,197.8,24.21,80.12,15.28
Moscow,Russia,2023-07-16,35.87,159.08,96.78,12.23,0.96,117.17,23.63,97.06,8.18
Istanbul,Turkey,2023-10-04,54.35,142.2,73.22,27.47,9.92,198.72,-4.05,34.17,2.46
Johannesburg,South Africa,2023-11-24,60.1,131.32,45.68,44.34,2.27,77.79,18.39,38.45,9.59
Sydney,Australia,2023-11-07,117.72,17.39,64.4,28.12,2.42,29.99,11.19,36.89,16.76
London,UK,2023-06-23,96.12,184.98,20.03,15.96,7.25,93.61,34.38,55.44,17.8
London,UK,2023-08-02,132.04,52.48,7.22,27.15,8.07,151.43,35.51,17.12,0.78
Mexico City,Mexico,2023-04-16,43.91,32.39,38.45,39.75,5.06,135.49,-9.86,63.93,11.31
Mexico City,Mexico,2023-08-18,113.3,134.78,84.86,31.91,9.49,30.23,-5.15,46.2,2.33
London,UK,2023-02-14,60.55,169.62,41.42,13.87,1.79,150.4,4.63,77.34,15.34
Beijing,China,2023-10-01,110.82,57.39,91.39,40.07,2.97,183.77,14.55,97.32,3.34
Beijing,China,2023-04-14,88.97,197.94,47.73,42.37,0.66,15.14,25.09,11.21,1.83
Sydney,Australia,2023-09-05,90.39,110.0,61.13,17.23,8.75,113.37,15.11,91.28,11.27
Beijing,China,2023-06-16,44.05,29.63,33.06,40.16,0.26,83.18,31.02,35.3,9.47
Mexico City,Mexico,2023-11-01,56.49,125.76,25.65,31.74,1.09,48.71,38.76,14.4,16.22
Cairo,Egypt,2023-11-24,28.52,41.1,65.47,23.84,0.89,26.27,20.56,44.55,18.28
Cairo,Egypt,2023-04-12,7.4,28.9,25.47,9.03,2.39,71.82,38.24,31.21,17.3
Toronto,Canada,2023-03-05,53.17,54.76,11.28,15.29,5.52,28.09,0.69,68.54,3.57
Seoul,South Korea,2023-06-25,8.02,193.8,54.49,15.62,8.23,97.74,9.39,12.44,18.9
Mexico City,Mexico,2023-06-12,114.34,137.4,59.0,18.45,5.08,54.31,9.82,36.37,9.03
Toronto,Canada,2023-07-28,34.91,38.04,83.74,21.56,7.12,172.95,-3.19,52.14,11.11
Johannesburg,South Africa,2023-08-11,109.8,186.53,75.42,25.77,5.07,66.52,29.71,47.77,3.97
Toronto,Canada,2023-10-27,123.44,170.38,40.66,35.91,0.42,164.3,-6.49,72.19,14.95
Bangkok,Thailand,2023-07-24,40.15,139.46,11.76,44.59,2.04,135.74,6.96,46.98,7.43
Istanbul,Turkey,2023-12-14,101.5,68.33,84.9,21.08,2.92,52.09,13.91,12.57,13.99
Istanbul,Turkey,2023-02-25,89.82,137.38,57.55,11.67,4.72,175.3,35.55,43.19,16.11
London,UK,2023-03-26,120.45,37.3,72.01,37.95,4.14,19.21,25.61,25.71,3.99
Mexico City,Mexico,2023-02-05,12.76,189.27,82.32,28.89,3.43,20.73,-3.93,75.14,3.63
Tokyo,Japan,2023-06-11,94.2,103.76,10.41,32.09,2.79,174.78,-6.77,17.99,11.94
London,UK,2023-04-19,62.95,42.67,21.85,44.87,0.61,37.97,26.21,78.88,13.92
London,UK,2023-10-04,63.76,113.27,42.35,39.4,6.99,117.16,16.19,94.64,14.92
Mexico City,Mexico,2023-03-11,144.58,122.06,36.18,19.76,6.15,89.16,19.3,96.67,1.81
Cairo,Egypt,2023-10-04,60.41,117.67,26.45,37.02,0.87,56.42,-8.92,91.2,3.22
Seoul,South Korea,2023-04-07,50.1,136.9,80.72,39.78,5.31,83.37,-7.9,59.97,11.53
Sydney,Australia,2023-05-03,8.32,17.58,76.84,45.81,7.15,169.39,19.73,92.27,6.69
London,UK,2023-07-08,73.98,117.84,96.68,9.2,5.99,177.38,34.41,83.77,1.59
London,UK,2023-07-11,90.47,39.58,51.86,42.62,0.51,88.48,15.14,54.04,4.11
Cairo,Egypt,2023-11-25,25.77,167.12,35.52,8.02,9.59,183.76,-2.69,24.27,2.98
Bangkok,Thailand,2023-01-02,87.48,190.14,71.01,21.82,5.2,47.61,5.77,59.02,14.52
Johannesburg,South Africa,2023-04-19,100.02,74.04,15.16,21.91,9.93,186.28,25.24,24.77,15.61
Mexico City,Mexico,2023-04-24,11.23,13.1,11.99,31.45,0.72,162.6,-8.24,71.79,15.05
Cairo,Egypt,2023-02-12,5.19,29.39,37.92,39.52,8.19,10.97,15.83,85.27,10.6
Toronto,Canada,2023-02-03,17.59,133.29,86.43,48.71,2.14,64.14,25.75,80.3,2.53
Moscow,Russia,2023-03-02,45.43,61.91,22.33,2.44,7.96,139.0,7.76,71.9,16.32
Cairo,Egypt,2023-02-06,73.96,136.78,87.93,37.49,9.84,58.96,-0.74,53.7,10.75
London,UK,2023-04-02,80.17,54.32,25.89,17.14,9.12,109.15,29.0,68.41,13.84
Bangkok,Thailand,2023-04-12,9.56,199.89,18.25,22.45,5.99,43.66,-2.63,40.15,4.31
Moscow,Russia,2023-10-15,149.1,62.08,53.38,39.93,6.94,52.36,-2.71,45.87,4.5
Johannesburg,South Africa,2023-10-18,138.56,138.33,89.22,13.98,5.04,91.35,21.67,28.39,17.48
Cairo,Egypt,2023-05-06,98.0,106.13,99.57,19.98,0.15,101.39,-6.13,43.08,8.35
Moscow,Russia,2023-11-27,25.41,52.73,74.73,34.71,3.98,197.59,-4.56,54.1,13.15
London,UK,2023-08-04,138.18,67.63,30.45,8.73,0.77,95.48,12.72,44.64,8.78
Tokyo,Japan,2023-02-08,62.27,99.31,58.16,21.93,2.33,29.86,8.42,99.71,10.55
London,UK,2023-11-27,108.28,68.44,99.78,47.7,6.44,126.01,32.59,60.82,2.73
Istanbul,Turkey,2023-06-16,13.25,80.33,28.38,25.97,7.1,97.1,4.16,77.5,3.71
Istanbul,Turkey,2023-07-18,73.76,121.65,40.59,49.31,8.71,95.57,23.62,29.81,2.02
Istanbul,Turkey,2023-10-20,136.64,99.21,8.75,35.4,9.59,156.97,33.35,74.51,3.52
Istanbul,Turkey,2023-02-08,123.15,52.9,67.59,33.77,7.21,84.81,11.52,93.08,15.5
Moscow,Russia,2023-05-12,40.69,116.05,32.48,13.42,4.04,24.31,5.04,47.3,8.5
Bangkok,Thailand,2023-11-12,48.01,18.5,9.52,41.52,2.18,181.47,33.7,54.58,2.1
Toronto,Canada,2023-07-04,141.93,194.93,56.06,19.56,9.0,14.64,-1.08,99.51,3.06
Mexico City,Mexico,2023-01-20,62.78,159.32,11.88,15.48,4.99,85.99,21.66,34.29,16.84
Tokyo,Japan,2023-12-25,27.86,53.14,16.42,18.9,0.67,43.53,21.53,50.67,15.88
Sydney,Australia,2023-03-11,106.84,127.21,63.45,14.59,2.44,37.31,-4.82,55.68,8.32
Moscow,Russia,2023-03-03,88.01,120.73,84.37,36.29,0.77,75.4,4.88,98.84,6.33
Tokyo,Japan,2023-06-04,18.18,136.0,11.25,16.32,3.93,33.75,29.47,69.55,2.38
Johannesburg,South Africa,2023-10-14,67.88,49.02,85.44,39.97,3.82,149.61,20.14,39.65,15.21
Johannesburg,South Africa,2023-11-27,144.85,96.08,82.67,37.03,9.58,177.87,21.22,81.32,5.4
Istanbul,Turkey,2023-02-10,140.28,15.2,60.45,17.98,4.18,47.12,-2.73,24.39,12.87
Seoul,South Korea,2023-11-16,87.71,85.67,79.71,12.57,9.13,196.33,7.79,14.76,11.61
Sydney,Australia,2023-05-21,63.2,41.15,95.17,21.94,9.98,142.84,20.04,25.07,0.98
Tokyo,Japan,2023-12-06,102.0,72.77,64.74,30.05,8.35,149.71,28.97,33.78,7.28
Sydney,Australia,2023-02-27,82.41,48.82,62.33,44.2,4.06,43.67,-7.28,42.04,5.12
Moscow,Russia,2023-05-11,72.86,109.8,70.61,1.98,2.18,119.96,-7.35,40.31,19.4
Toronto,Canada,2023-11-15,12.26,188.65,54.16,35.75,6.38,36.28,12.31,18.27,17.6
Sydney,Australia,2023-10-07,147.47,94.91,27.26,12.7,6.47,147.06,39.12,18.96,12.99
Tokyo,Japan,2023-02-20,87.59,148.57,50.29,49.48,2.6,135.57,29.46,80.45,15.38
Mexico City,Mexico,2023-10-05,65.63,101.59,81.41,36.36,5.46,141.35,9.3,53.22,18.04
Moscow,Russia,2023-02-11,10.86,18.8,55.34,43.53,7.86,167.39,27.05,23.56,13.59
Toronto,Canada,2023-02-21,49.22,62.88,20.65,45.58,4.12,154.41,16.7,96.47,17.75
Cairo,Egypt,2023-01-08,81.92,26.5,30.13,14.79,0.13,99.83,31.5,61.23,5.79
Tokyo,Japan,2023-12-22,18.68,65.8,21.47,29.86,8.61,193.15,1.15,32.72,15.73
Tokyo,Japan,2023-05-26,10.59,102.29,71.92,4.86,6.1,82.27,38.43,26.75,11.46
Tokyo,Japan,2023-01-24,43.9,151.82,46.85,26.62,4.28,13.33,12.42,32.76,4.99
Seoul,South Korea,2023-04-10,20.94,54.55,31.9,47.79,0.23,48.57,16.84,52.02,17.34
Toronto,Canada,2023-06-07,30.32,161.78,7.16,33.14,4.39,60.5,-2.75,14.52,7.21
Sydney,Australia,2023-04-10,122.47,82.96,94.24,21.27,6.48,39.75,13.07,47.62,16.9
Cairo,Egypt,2023-02-21,107.37,187.83,80.4,41.75,3.34,51.7,-0.14,85.61,9.04
Tokyo,Japan,2023-04-04,43.17,184.79,57.1,36.42,6.49,48.54,9.73,93.66,17.62
Seoul,South Korea,2023-12-03,112.85,47.94,65.55,11.77,2.31,58.5,14.04,65.39,2.55
Sydney,Australia,2023-01-08,57.41,103.91,95.16,35.82,1.55,109.62,-4.52,35.3,8.84
Tokyo,Japan,2023-05-27,92.02,103.05,89.36,19.61,5.13,54.26,-2.03,45.56,4.73
Bangkok,Thailand,2023-02-28,104.2,47.62,69.49,36.15,9.86,110.8,0.44,85.13,9.93
Johannesburg,South Africa,2023-01-16,6.01,144.42,80.91,4.12,0.94,25.33,5.5,12.56,12.34
Sydney,Australia,2023-05-18,77.05,123.17,84.76,6.17,3.34,80.72,-2.3,60.38,19.35
Seoul,South Korea,2023-11-15,8.94,155.96,53.07,16.92,4.66,19.85,21.75,60.4,8.96
Istanbul,Turkey,2023-01-14,104.21,127.97,13.01,25.42,9.86,80.66,34.1,13.62,0.81
Mexico City,Mexico,2023-01-20,126.71,87.24,49.48,10.18,8.27,108.57,9.97,45.42,1.79
Bangkok,Thailand,2023-07-26,98.16,30.57,93.4,23.03,5.76,40.16,8.81,96.5,17.18
Istanbul,Turkey,2023-01-03,110.03,61.43,6.22,43.0,7.13,144.42,29.1,98.96,14.64
Moscow,Russia,2023-07-07,39.47,70.49,52.77,17.2,6.44,40.65,28.64,46.74,4.08
Istanbul,Turkey,2023-06-19,83.23,19.11,79.84,45.44,3.71,190.6,31.69,59.66,2.18
Sydney,Australia,2023-11-02,99.16,123.33,15.35,26.92,0.99,19.34,-2.16,54.4,7.46
Seoul,South Korea,2023-12-13,29.79,153.27,20.5,26.29,9.85,185.72,-4.38,93.67,7.58
Mexico City,Mexico,2023-10-05,43.08,178.74,71.69,13.2,0.92,152.27,23.29,25.0,7.94
Toronto,Canada,2023-12-03,68.16,42.51,62.27,13.19,6.81,125.14,25.55,91.51,19.1
Istanbul,Turkey,2023-10-18,45.74,60.76,57.41,27.42,4.04,33.26,33.23,96.97,9.69
Tokyo,Japan,2023-06-24,120.05,129.46,46.18,15.88,4.32,123.02,25.29,78.69,18.52
Moscow,Russia,2023-06-23,89.99,26.89,17.97,7.93,4.3,182.76,26.92,40.62,5.34
Johannesburg,South Africa,2023-03-21,105.06,198.84,11.18,28.59,3.9,153.69,10.85,46.58,19.4
Istanbul,Turkey,2023-07-17,69.34,68.54,71.54,6.63,1.15,110.92,6.59,95.93,1.03
Bangkok,Thailand,2023-03-04,39.69,118.92,24.82,10.74,0.44,198.62,5.64,15.74,18.43
Johannesburg,South Africa,2023-08-06,139.72,167.33,44.85,11.49,8.03,19.48,39.45,76.3,12.61
Mexico City,Mexico,2023-09-23,109.91,157.33,89.1,22.6,5.41,117.63,16.16,11.49,5.8
Moscow,Russia,2023-06-12,67.54,166.44,42.13,42.89,6.77,149.67,3.12,39.71,12.94
Toronto,Canada,2023-01-16,133.47,125.48,68.51,42.49,7.69,195.55,10.49,69.26,10.83
Toronto,Canada,2023-02-19,78.26,23.83,29.58,24.94,0.89,180.32,-0.62,25.99,15.07
Johannesburg,South Africa,2023-11-15,116.34,134.16,70.33,5.46,9.44,68.98,29.85,19.71,18.12
Bangkok,Thailand,2023-06-04,119.03,85.86,36.69,5.21,8.07,145.35,21.01,90.39,14.28
Moscow,Russia,2023-09-13,23.89,30.89,26.44,19.04,4.33,143.29,19.04,53.98,9.04
Moscow,Russia,2023-09-12,69.96,129.11,6.47,27.91,9.96,91.73,23.86,97.76,10.45
Johannesburg,South Africa,2023-07-14,74.38,21.66,96.56,23.78,9.83,154.64,6.78,69.66,11.5
Tokyo,Japan,2023-12-22,64.28,28.39,12.04,9.57,1.62,186.13,7.81,27.84,7.88
Moscow,Russia,2023-03-15,62.5,105.46,12.9,36.27,7.82,165.77,17.05,17.41,4.98
Mexico City,Mexico,2023-03-18,105.98,101.71,77.06,34.9,7.6,39.01,-8.83,16.46,11.97
Sydney,Australia,2023-04-05,139.42,16.92,45.62,21.17,8.75,82.48,12.16,12.45,2.75
Tokyo,Japan,2023-04-09,121.31,23.21,50.97,34.59,2.62,23.28,38.31,91.13,3.11
Johannesburg,South Africa,2023-08-07,44.36,109.76,90.42,9.01,5.19,177.27,30.08,49.38,3.28
Tokyo,Japan,2023-06-10,79.23,66.43,6.1,33.1,4.37,10.81,21.73,18.89,8.81
Johannesburg,South Africa,2023-05-15,20.27,131.4,5.83,35.79,5.42,132.85,-6.08,62.88,2.88
